pwsid,pop_served,years_in_violation
PA6420032,81,0
PA6430001,50,2
PA6430002,70,0
PA6430003,88,1
PA6430010,57,0
PA6430014,94,0
PA6430019,53,2
PA6430021,51,0
PA6430024,1000,0
PA6430036,443,1
PA6430037,8600,0
PA6430039,150,0
PA6430040,7871,0
PA6430041,47,0
PA6430042,70,1
PA6430043,680,1
PA6430046,244,0
PA6430049,2227,1
PA6430052,1100,0
PA6430054,48000,0
PA6430055,5029,0
PA6430056,956,0
PA6430057,2370,3
PA6430059,1600,0
PA6430061,3082,0
PA6430062,491,1
PA6430063,50,0
PA6430064,75,1
PA6430070,65,3
PA6430072,45,1
PA6430073,55,0
PA6430074,72,1
PA6430077,641,0
PA6430079,138,0
PA6430999,125,0
PA6530001,45,0
PA6530005,700,0
PA6530006,640,1
PA6530007,1300,0
PA6530009,3166,0
PA6530010,1200,1
PA6530011,450,4
PA6530013,1250,0
PA6530015,750,0
PA6610002,356,0
PA6610010,1058,4
PA6610011,185,0
PA6610014,550,0
PA6610016,557,0
PA6610017,360,1
PA6610019,915,0
PA6610020,9096,0
PA6610023,9608,0
PA6610025,846,0
PA6610028,523,0
PA6610029,205,0
PA6610031,4500,0
PA6610032,150,0
PA6610033,61,0
PA6610035,1835,0
PA6610036,1600,0
PA6610038,90,1
PA6610039,205,0
PA6610040,480,0
PA6610042,2417,0
PA6610044,1000,0
PA6610045,35,2
PA6610046,300,0
PA6610859,412,0
PA6620005,55,0
PA6620007,225,0
PA6620019,200,1
PA6620020,14650,0
PA6620021,840,1
PA6620028,1749,0
PA6620029,640,0
PA6620031,1075,0
PA6620032,1040,3
PA6620034,721,0
PA6620036,140,2
PA6620038,270,1
PA6620039,1957,0
PA6620043,37,0
PA6620371,98,0
PA7010001,1200,0
PA7010002,1039,0
PA7010003,1750,0
PA7010005,2150,0
PA7010006,58,1
PA7010007,250,0
PA7010011,225,0
PA7010012,2730,0
PA7010014,120,0
PA7010017,300,0
PA7010019,12425,0
PA7010020,2501,0
PA7010021,270,0
PA7010022,7300,0
PA7010023,350,1
PA7010025,3963,0
PA7010028,70,1
PA7010029,180,0
PA7010030,1095,0
PA7010032,441,0
PA7010033,267,0
PA7010034,800,0
PA7010035,1648,0
PA7010036,3221,0
PA7010038,275,0
PA7010039,80,0
PA7010041,437,0
PA7010044,150,0
PA7010046,185,0
PA7010048,760,0
PA7010053,425,0
PA7010055,230,0
PA7010056,456,0
PA7010057,398,0
PA7010066,450,0
PA7210001,80,0
PA7210002,26000,0
PA7210003,80,0
PA7210010,1700,0
PA7210013,175,0
PA7210022,54,0
PA7210028,45013,0
PA7210029,105127,0
PA7210034,282,0
PA7210037,3261,0
PA7210039,439,0
PA7210041,2070,1
PA7210043,17800,0
PA7210046,3500,0
PA7210048,790,1
PA7210049,8455,0
PA7210050,11695,0
PA7210053,400,0
PA7210055,250,0
PA7210056,162,0
PA7210057,450,1
PA7210059,179,0
PA7210061,265,0
PA7210063,3527,0
PA7210065,330,0
PA7210066,160,0
PA7210068,110,0
PA7220001,350,0
PA7220002,432,0
PA7220003,2700,0
PA7220004,135,1
PA7220005,738,0
PA7220007,108,0
PA7220009,272,2
PA7220015,110000,0
PA7220016,40,2
PA7220017,50200,0
PA7220020,75,0
PA7220022,3220,2
PA7220024,223,0
PA7220025,66,0
PA7220029,302,3
PA7220034,4600,0
PA7220036,6428,0
PA7220037,2390,0
PA7220038,9600,0
PA7220040,2278,0
PA7220045,1083,0
PA7220046,312,1
PA7220047,100,0
PA7220048,53,0
PA7220049,66540,0
PA7220055,36,0
PA7220057,1040,0
PA7220070,50,0
PA7280005,31048,0
PA7280010,75,2
PA7280014,5500,0
PA7280015,65,0
PA7280017,86,0
PA7280021,2350,1
PA7280025,450,0
PA7280026,6134,0
PA7280027,97,0
PA7280032,13200,0
PA7280033,278,1
PA7280038,28135,0
PA7280040,1705,1
PA7280042,950,0
PA7280043,12589,0
PA7280044,1080,0
PA7280045,4400,0
PA7280046,491,0
PA7280047,130,0
PA7280053,350,3
PA7280055,125,0
PA7280058,230,0
PA7280060,50,2
PA7280061,130,0
PA7280063,1149,0
PA7280064,204,0
PA7280066,57,0
PA7280071,27,0
PA7280074,530,0
PA7280903,912,0
PA7360001,1800,0
PA7360002,95,0
PA7360003,1200,0
PA7360004,175,0
PA7360005,1946,0
PA7360006,176,1
PA7360007,1100,1
PA7360010,150,0
PA7360014,65,0
PA7360015,150,0
PA7360016,250,0
PA7360017,3861,0
PA7360019,40,0
PA7360020,50,0
PA7360021,45,0
PA7360023,275,0
PA7360024,32,1
PA7360025,3707,0
PA7360029,38,0
PA7360031,120,0
PA7360032,140,0
PA7360038,45,0
PA7360039,483,0
PA7360045,24500,0
PA7360047,53,0
PA7360048,40,0
PA7360050,124,2
PA7360051,140,0
PA7360052,470,0
PA7360055,200,0
PA7360056,51,1
PA7360057,196,0
PA7360058,120000,1
PA7360061,71,0
PA7360063,20988,1
PA7360064,48,0
PA7360068,51,1
PA7360069,225,0
PA7360071,850,2
PA7360072,125,0
PA7360074,77,1
PA7360075,120,1
PA7360076,35,0
PA7360077,141,0
PA7360078,6701,0
PA7360079,314,0
PA7360081,34,0
PA7360083,4048,0
PA7360084,1640,0
PA7360090,304,1
PA7360091,15261,0
PA7360092,47,2
PA7360094,210,0
PA7360098,98,2
PA7360099,8490,0
PA7360100,72,2
PA7360101,50,0
PA7360103,96,1
PA7360104,60,0
PA7360108,30,0
PA7360109,300,0
PA7360110,80,0
PA7360112,3150,0
PA7360113,6735,1
PA7360114,81,0
PA7360116,8561,0
PA7360117,75,0
PA7360118,3100,0
PA7360119,1295,0
PA7360120,2846,0
PA7360121,166,0
PA7360122,120,1
PA7360123,25200,0
PA7360124,19000,0
PA7360126,9397,0
PA7360127,7950,0
PA7360128,4200,0
PA7360129,556,0
PA7360130,90,0
PA7360131,100,0
PA7360132,312,0
PA7360135,6215,0
PA7360138,121,0
PA7360140,7734,1
PA7360141,2430,0
PA7360143,4327,2
PA7360155,60,0
PA7360156,115,2
PA7360157,125,0
PA7360164,2968,0
PA7360166,330,0
PA7360167,750,0
PA7360170,92,0
PA7360172,98,1
PA7360176,31,0
PA7360182,30,0
PA7360183,50,0
PA7360184,30,0
PA7380001,100,0
PA7380004,72,0
PA7380005,490,0
PA7380007,3343,0
PA7380008,49,0
PA7380009,97,0
PA7380010,57000,0
PA7380012,40,0
PA7380014,200,0
PA7380016,160,0
PA7380018,280,0
PA7380019,40,0
PA7380022,50,0
PA7380023,375,0
PA7380024,485,0
PA7380025,9500,0
PA7380026,400,0
PA7380027,280,0
PA7380028,2335,0
PA7380029,293,0
PA7380031,900,0
PA7380032,1700,0
PA7380033,975,0
PA7380034,30,0
PA7380035,1200,0
PA7380039,125,0
PA7380040,780,0
PA7380044,3100,0
PA7380045,405,0
PA7380051,35,1
PA7500003,550,0
PA7500006,450,0
PA7500009,48,0
PA7500010,303,0
PA7500012,1170,0
PA7500013,50,0
PA7500014,934,0
PA7500015,248,0
PA7500016,100,0
PA7500017,45,1
PA7500018,321,0
PA7500019,2000,1
PA7500021,700,0
PA7500022,3200,0
PA7500024,234,0
PA7500025,144,0
PA7500028,150,0
PA7500029,84,2
PA7500030,186,1
PA7500031,249,0
PA7500032,55,0
PA7500034,60,0
PA7500035,60,1
PA7500036,42,1
PA7500037,76,0
PA7670003,140,0
PA7670005,400,3
PA7670006,250,0
PA7670021,225,0
PA7670022,65,0
PA7670024,330,0
PA7670025,117,2
PA7670027,35,0
PA7670034,125,0
PA7670038,35,1
PA7670040,81,0
PA7670041,52,0
PA7670050,2000,0
PA7670051,90,0
PA7670061,6480,0
PA7670062,5206,0
PA7670065,1332,0
PA7670066,34,0
PA7670067,28,0
PA7670070,1400,0
PA7670071,8962,0
PA7670072,1900,2
PA7670073,21097,0
PA7670076,40900,0
PA7670082,4464,0
PA7670085,12300,0
PA7670086,15882,0
PA7670088,4727,0
PA7670096,46,2
PA7670097,4076,0
PA7670100,206762,1
PA7670101,9960,0
PA7670110,97,0
PA7670112,50,0
PA7670113,705,0
PA7670114,54,0
PA7670119,200,0
PA7670121,145,0
PA7670122,80,0
PA7670125,70,0
PA7670128,40,0
PA7670129,125,3
PA7670131,475,0
PA7670136,40,0
PA7670138,226,0
PR0002000,25,0
PR0002591,1084637,5
PR0002611,1687,1
PR0002652,61626,1
PR0002662,28935,2
PR0002672,49937,0
PR0002682,27760,0
PR0002692,12138,0
PR0002702,13070,0
PR0002712,7746,0
PR0002722,16404,0
PR0002732,10405,0
PR0002752,4841,0
PR0002762,20927,0
PR0002772,26935,0
PR0002782,7465,0
PR0002792,2259,2
PR0002812,5612,0
PR0002822,15948,0
PR0002832,19657,0
PR0002842,734,0
PR0002872,9377,0
PR0002942,1746,0
PR0002962,15013,0
PR0002972,3591,0
PR0002982,2830,0
PR0003012,2830,0
PR0003022,1503,1
PR0003042,563,1
PR0003062,1388,0
PR0003122,886,1
PR0003142,4734,0
PR0003182,10077,0
PR0003192,1762,0
PR0003212,700,0
PR0003222,3402,0
PR0003232,603,0
PR0003262,13580,0
PR0003283,152342,1
PR0003293,124782,1
PR0003294,238,0
PR0003296,3978,0
PR0003303,25752,0
PR0003333,25832,1
PR0003343,47350,0
PR0003353,3455,0
PR0003363,7193,1
PR0003373,20356,0
PR0003383,10587,0
PR0003403,1567,0
PR0003423,2374,0
PR0003425,1330,0
PR0003435,1239,0
PR0003453,1265,0
PR0003523,708,0
PR0003533,2416,0
PR0003555,590,0
PR0003573,3853,0
PR0003633,1340,0
PR0003643,11139,0
PR0003712,3402,0
PR0003722,4285,0
PR0003732,1031,0
PR0003772,10018,1
PR0003802,4699,0
PR0003812,1818,0
PR0003822,198,0
PR0003824,113972,3
PR0003832,2411,0
PR0003834,5105,0
PR0003842,6325,0
PR0003862,3952,0
PR0003872,16896,0
PR0003882,4472,0
PR0003892,1426,0
PR0003904,39925,0
PR0003914,4603,0
PR0003924,3073,0
PR0003944,334,0
PR0004044,16992,1
PR0004054,7302,0
PR0004074,6881,0
PR0004084,6130,0
PR0004094,1501,0
PR0004114,935,0
PR0004134,798,0
PR0004204,2870,0
PR0004234,2248,2
PR0004244,844,0
PR0004314,35639,0
PR0004324,17326,2
PR0004344,2390,0
PR0004374,2221,0
PR0004444,3420,0
PR0004454,2814,0
PR0004464,924,1
PR0004474,3351,0
PR0004484,1092,0
PR0004494,1231,0
PR0004504,488,0
PR0004514,192,0
PR0004524,12979,2
PR0004534,4261,0
PR0004545,16354,0
PR0004555,521,0
PR0004564,2280,0
PR0004574,134,0
PR0004584,3354,0
PR0004604,6445,0
PR0004605,3538,2
PR0004614,294,0
PR0004624,702,0
PR0004625,2520,0
PR0004634,5658,0
PR0004635,18335,1
PR0004644,1316,0
PR0004654,9030,0
PR0004664,34259,1
PR0004665,2069,0
PR0004684,2665,0
PR0004695,34424,0
PR0004705,14912,1
PR0004745,37076,1
PR0004765,2005,0
PR0004815,9380,0
PR0004835,32222,0
PR0004845,2678,0
PR0004885,8977,0
PR0004895,9930,0
PR0004915,6237,0
PR0004925,39388,2
PR0004945,11022,1
PR0004955,5580,0
PR0005046,13233,2
PR0005066,34261,1
PR0005086,47352,0
PR0005096,25469,0
PR0005106,26470,0
PR0005136,2643,0
PR0005166,36835,2
PR0005186,1036,0
PR0005196,14728,0
PR0005236,190,0
PR0005286,595,0
PR0005296,68114,3
PR0005306,59044,0
PR0005316,9001,4
PR0005356,2662,2
PR0005376,38897,0
PR0005386,79822,0
PR0005416,4021,0
PR0005466,860,0
PR0005486,996,2
PR0005487,6162,0
PR0005496,3578,0
PR0005517,5444,0
PR0005536,374,0
PR0005537,14939,0
PR0005557,4961,0
PR0005587,2360,0
PR0005597,30235,0
PR0005607,37244,0
PR0115011,150,1
PR0116041,800,1
PR0116051,25,0
PR0132021,130,1
PR0132051,6411,0
PR0207002,800,1
PR0220042,305,1
PR0238002,150,1
PR0238012,1200,1
PR0238022,400,1
PR0238032,300,1
PR0238072,384,1
PR0238082,130,1
PR0238122,424,1
PR0242012,30,1
PR0242032,42,1
PR0242052,140,1
PR0242122,200,2
PR0247092,26,1
PR0272012,57,1
PR0272082,60,1
PR0272102,340,1
PR0272142,336,1
PR0272162,165,1
PR0272252,54,1
PR0272262,90,1
PR0272272,300,1
PR0272282,240,1
PR0272292,300,1
PR0272312,100,1
PR0302013,940,1
PR0302023,642,1
PR0302033,435,1
PR0302043,120,1
PR0302053,440,1
PR0302063,304,1
PR0302083,412,1
PR0303013,165,1
PR0303023,1100,1
PR0306023,374,1
PR0306053,250,1
PR0306083,174,1
PR0306093,427,1
PR0351023,600,1
PR0364013,1100,2
PR0364043,220,1
PR0364063,60,1
PR0367013,340,1
PR0367053,81,1
PR0377023,27,1
PR0401014,130,1
PR0401024,263,1
PR0401034,295,1
PR0401064,120,1
PR0401074,300,1
PR0401144,150,1
PR0401234,460,1
PR0401284,500,1
PR0401294,212,1
PR0401374,84,1
PR0401384,171,1
PR0401394,30,1
PR0422014,270,1
PR0422074,90,1
PR0422084,420,1
PR0422094,360,1
PR0431014,85,1
PR0431044,240,1
PR0439024,3000,1
PR0439034,240,1
PR0439044,210,1
PR0455014,150,1
PR0455044,240,1
PR0455054,680,1
PR0455114,720,1
PR0455134,720,1
PR0455164,500,0
PR0455214,81,1
PR0455234,293,1
PR0455274,80,1
PR0455294,500,1
PR0455314,248,1
PR0455324,131,1
PR0455334,450,1
PR0455344,110,0
PR0457024,400,1
PR0457044,128,1
PR0457054,240,1
PR0457064,93,1
PR0457094,1650,1
PR0457164,40,1
PR0458004,120,1
PR0458034,240,1
PR0458044,327,1
PR0458174,300,1
PR0458194,900,1
PR0458214,160,0
PR0458234,135,1
PR0458264,320,0
PR0458284,652,1
PR0458304,38,1
PR0458344,258,1
PR0458364,120,1
PR0476054,102,1
PR0476064,306,1
PR0476124,156,1
PR0476134,500,1
PR0476154,340,1
PR0476204,268,1
PR0476234,37,1
PR0476314,100,1
PR0476324,36,1
PR0476334,48,1
PR0478014,312,1
PR0478034,75,1
PR0478044,58,1
PR0478064,420,1
PR0478094,140,1
PR0478114,55,1
PR0505055,427,1
PR0505075,200,1
PR0505085,981,0
PR0510055,254,1
PR0510065,427,1
PR0510095,1762,1
PR0510115,228,1
PR0510125,147,1
PR0510145,644,1
PR0510165,232,1
PR0510195,720,1
PR0510215,534,1
PR0510225,97,1
PR0518075,192,1
PR0518105,63,1
PR0518135,115,1
PR0518145,166,2
PR0518155,60,1
PR0521025,641,1
PR0521035,256,1
PR0521075,315,1
PR0523025,47,1
PR0523055,659,1
PR0523095,335,1
PR0523105,902,1
PR0523125,116,1
PR0530045,275,1
PR0549015,180,1
PR0549085,93,1
PR0549095,88,1
PR0549105,120,1
PR0549115,30,1
PR0556015,652,1
PR0556025,600,2
PR0556035,474,1
PR0556045,85,1
PR0556055,255,1
PR0556075,70,1
PR0556085,320,1
PR0556125,84,1
PR0556135,25,1
PR0556145,53,1
PR0604016,657,1
PR0604036,347,1
PR0604046,854,1
PR0604056,387,1
PR0604066,614,1
PR0604076,435,2
PR0604086,536,1
PR0604096,93,1
PR0604176,320,1
PR0613016,311,1
PR0613036,312,1
PR0613046,745,1
PR0613056,216,1
PR0613106,506,1
PR0613196,50,1
PR0613246,160,1
PR0613256,240,1
PR0613266,402,1
PR0613296,290,1
PR0613366,1015,1
PR0613376,191,1
PR0613406,520,0
PR0613426,93,1
PR0613446,654,1
PR0613466,43,1
PR0613476,952,1
PR0613486,142,1
PR0613506,93,1
PR0613536,60,1
PR0619016,414,1
PR0627016,103,1
PR0644076,534,1
PR0644086,748,1
PR0644106,721,1
PR0644136,223,1
PR0653026,1428,2
PR0653056,172,1
PR0653066,400,1
PR0661046,260,1
PR0666016,214,1
PR0666026,224,1
PR0666036,197,1
PR0666046,187,1
PR0666056,256,1
PR0666066,331,1
PR0666076,161,1
PR0666086,53,1
PR0666096,144,1
PR0666106,192,1
PR0666116,120,1
PR0666126,43,1
PR0666136,80,1
PR0666166,243,1
PR0666176,120,1
PR0677016,1709,1
PR0677056,649,1
PR0677066,590,1
PR0677076,1608,1
PR0677146,1430,1
PR0677186,93,1
PR0677196,387,1
PR0677206,449,1
PR0677216,668,1
PR0724027,400,1
PR0724077,690,1
PR0724087,1120,1
PR0724097,500,1
PR0724117,450,1
PR0724127,43,1
PR0724137,260,1
PR0724147,300,1
PR0724157,240,1
PR0724167,25,1
PR0754057,1600,1
PR0754067,1800,1
PR0754077,840,1
PR0754097,700,1
PR0754107,900,1
PR0754127,70,1
RI1000009,45,0
RI1000015,694,0
RI1000016,7870,0
RI1000035,292,0
RI1000040,2671,1
RI1000045,180,0
RI1000098,200,1
RI1559511,94107,0
RI1559512,35298,0
RI1559513,300,0
RI1559517,27732,0
RI1559518,45828,0
RI1583825,75,0
RI1592010,42155,0
RI1592012,129,0
RI1592018,8969,0
RI1592021,98130,0
RI1592022,17090,2
RI1592023,1500,0
RI1592024,333142,0
RI1615610,47618,0
RI1615612,1426,0
RI1615614,3403,2
RI1615616,9460,0
RI1615619,2793,1
RI1615623,6170,0
RI1615624,22347,1
RI1615626,225,0
RI1615627,73289,0
RI1647511,300,0
RI1647512,470,2
RI1647515,49000,0
RI1647516,540,0
RI1647529,75,0
RI1647530,21235,0
RI1858410,9500,0
RI1858411,6000,0
RI1858419,3348,0
RI1858421,3968,0
RI1858422,19354,0
RI1858423,21664,0
RI1858428,8210,2
RI1858429,4432,2
RI1858430,9999,0
RI1858435,31,2
RI1900020,120,0
RI1900034,150,0
RI1900042,3213,0
RI1900046,320,0
RI1900051,2163,0
RI1900053,154,0
RI2000004,75,0
RI2000053,30,0
RI2000059,199,0
RI2000083,268,1
RI2000165,77,1
RI2051311,60,0
RI2519424,133,0
RI2519426,105,0
RI2585312,138,0
RI2585313,130,0
RI2674924,75,0
RI2674925,150,0
RI2674928,109,0
RI2753326,183,0
RI2814410,44,0
RI2882117,232,0
RI2942525,170,2
RI2943224,250,0
RI2973130,750,0
RI2980001,40,0
RI2980003,36,0
RI2980017,98,0
RI2980146,43,0
RI2980323,28,1
RI2980414,160,0
RI2980423,110,0
RI2980426,300,0
RI2980447,28,0
RI2980452,317,0
RI2980453,9999,0
RI2980461,471,1
RI2980473,125,1
RI2980475,300,1
RI2980476,2720,0
RI2980478,220,0
RI2980480,172,0
RI2980481,48,0
RI2980487,175,1
SC0110001,5650,1
SC0110002,2473,2
SC0120001,5200,0
SC0150014,268,0
SC0210001,51533,0
SC0210002,3660,0
SC0210003,26125,0
SC0210004,1210,0
SC0210005,456,0
SC0210006,796,0
SC0210007,7277,0
SC0210008,1152,0
SC0220001,877,0
SC0220002,1360,0
SC0220003,757,0
SC0220004,8935,0
SC0220005,1237,1
SC0220006,21197,0
SC0220007,1090,0
SC0220008,3837,0
SC0220010,301,0
SC0220012,7752,0
SC0220015,529,0
SC0220016,4361,0
SC0250004,243,1
SC0250005,97,0
SC0250009,145,0
SC0260016,47,0
SC0260038,83,1
SC0310001,3882,0
SC0310002,245,0
SC0310004,1962,0
SC0320002,2694,0
SC0410001,1874,0
SC0410003,4386,0
SC0410004,6762,0
SC0410006,5597,0
SC0410010,6693,0
SC0410011,2555,0
SC0410012,38204,0
SC0420001,7328,0
SC0420002,34960,0
SC0420003,17311,0
SC0420004,3990,0
SC0420005,11125,0
SC0420006,17430,0
SC0420007,21193,0
SC0420008,9586,0
SC0420009,13647,0
SC0420011,25,0
SC0450003,275,0
SC0450004,48,0
SC0450006,173,0
SC0450007,966,0
SC0450014,196,0
SC0450016,175,0
SC0450026,158,0
SC0450029,97,0
SC0450032,65,0
SC0450033,270,0
SC0450036,173,0
SC0450058,196,0
SC0450063,270,0
SC0450065,183,0
SC0450066,61,0
SC0450072,227,0
SC0450076,132,0
SC0510001,3735,0
SC0510002,3500,1
SC0510003,507,0
SC0510004,291,0
SC0610001,4693,0
SC0610002,3251,0
SC0610003,1934,0
SC0610004,318,0
SC0610005,340,0
SC0720001,18299,0
SC0720002,3536,0
SC0720003,164829,1
SC0720006,25558,0
SC0720009,3481,0
SC0750002,2318,2
SC0750013,1039,0
SC0750026,60,0
SC0750036,608,1
SC0750041,900,0
SC0750043,263,1
SC0760001,114,0
SC0760015,162,0
SC0760016,107,0
SC0760076,44,0
SC0810001,8956,0
SC0810003,800,0
SC0810004,43744,0
SC0820002,95345,0
SC0820004,156,0
SC0820008,25,0
SC0820009,12933,0
SC0850014,205,0
SC0850018,594,0
SC0860037,41,2
SC0860058,41,1
SC0860063,77,1
SC0870050,790,0
SC0870972,30,0
SC0910001,2644,0
SC0920001,1779,0
SC0920002,1247,0
SC0920003,504,0
SC1010001,327422,0
SC1010002,91500,0
SC1010003,2521,0
SC1010004,9530,0
SC1010005,5086,0
SC1010007,1980,0
SC1010008,9550,0
SC1010009,5939,0
SC1010504,713,0
SC1020002,22592,0
SC1050011,55,2
SC1060014,81,1
SC1060061,103,0
SC1060063,171,1
SC1070963,33,1
SC1110001,24290,0
SC1110002,4496,0
SC1120001,5746,1
SC1120002,9895,0
SC1120003,5456,1
SC1120004,5323,0
SC1220002,15668,0
SC1310001,6325,3
SC1310002,1670,0
SC1310003,3467,0
SC1310004,1239,0
SC1310005,948,0
SC1320003,25691,0
SC1320004,4743,0
SC1360008,96,0
SC1370300,87,0
SC1410002,5908,0
SC1410003,2096,0
SC1410004,723,0
SC1420002,1879,0
SC1450005,664,0
SC1450009,618,0
SC1450013,3521,0
SC1470304,154,0
SC1470863,272,0
SC1510001,121,0
SC1510002,176,0
SC1510003,103,1
SC1510004,11829,0
SC1510006,5848,0
SC1550002,98,0
SC1570924,54,0
SC1610001,7142,0
SC1610003,8711,0
SC1610004,1034,0
SC1620001,52288,0
SC1710001,6998,0
SC1710002,2076,0
SC1710003,1293,0
SC1720001,17963,0
SC1810001,2300,0
SC1810002,946,0
SC1810003,81750,0
SC1810004,821,0
SC1820001,40141,0
SC1820002,300,0
SC1820003,858,0
SC1820007,150,0
SC1820008,26536,0
SC1820009,200,0
SC1830031,999,0
SC1850009,275,0
SC1850010,925,0
SC1850011,1494,0
SC1850014,1648,0
SC1850015,156,0
SC1850016,883,0
SC1850017,231,0
SC1870050,1646,0
SC1870914,102,0
SC1920001,29200,0
SC1960002,48,0
SC2010001,10391,0
SC2010002,950,0
SC2020001,2550,1
SC2020002,1487,0
SC2020004,3500,0
SC2020005,1878,0
SC2070002,158,0
SC2110001,79745,0
SC2110006,801,0
SC2110007,9191,0
SC2110009,1133,0
SC2110010,1734,0
SC2110011,5083,0
SC2110012,2283,0
SC2210001,9092,1
SC2210003,3450,0
SC2220001,4941,0
SC2220002,4417,0
SC2220003,2550,0
SC2220004,1079,0
SC2220006,1132,0
SC2220007,726,0
SC2220010,41300,0
SC2220011,1790,0
SC2220013,3133,3
SC2310001,426057,0
SC2310005,54024,0
SC2320003,40006,0
SC2320004,3255,0
SC2350010,180,0
SC2350011,77,0
SC2350013,59,0
SC2350023,1195,0
SC2410001,52022,0
SC2410002,2880,0
SC2410003,3174,0
SC2450001,234,0
SC2450021,73,0
SC2450057,34,1
SC2460001,43,0
SC2510001,3467,0
SC2510002,2120,0
SC2510004,649,0
SC2510005,1865,0
SC2510006,2202,0
SC2510007,238,0
SC2510008,161,0
SC2510009,400,0
SC2610001,49375,0
SC2610008,27005,0
SC2610010,4350,0
SC2610011,43883,0
SC2620001,12740,0
SC2620003,17123,2
SC2620004,252840,0
SC2620009,25,0
SC2660048,10727,0
SC2660049,4415,0
SC2710001,2678,0
SC2750031,153,0
SC2760013,48,0
SC2810001,19076,0
SC2810002,541,0
SC2820001,25783,0
SC2820005,25485,0
SC2820006,3100,0
SC2910001,14074,0
SC2910002,947,0
SC2910003,2567,0
SC2920001,79107,0
SC2920002,25,0
SC3010001,13902,0
SC3010002,8938,0
SC3020001,44866,0
SC3050008,40,1
SC3050013,60,0
SC3110001,3810,0
SC3110002,373,0
SC3210001,24284,0
SC3210002,6814,0
SC3210003,17460,0
SC3210004,34028,0
SC3210006,1923,0
SC3210010,1001,0
SC3220001,10400,1
SC3220002,7550,0
SC3220003,47838,0
SC3250002,172,0
SC3250005,492,0
SC3250012,7146,0
SC3250013,146,0
SC3250014,134,0
SC3250015,455,0
SC3250016,278,0
SC3250017,134,0
SC3250018,55,0
SC3250019,122,0
SC3250020,92,0
SC3250021,335,0
SC3250022,65,0
SC3250023,54,0
SC3250024,50,1
SC3250025,57,0
SC3250028,60,0
SC3250029,311,0
SC3250030,43,0
SC3250031,367,0
SC3250035,683,0
SC3250038,94,0
SC3250042,136,0
SC3250045,124,0
SC3250047,300,0
SC3250050,419,0
SC3250051,43,0
SC3250052,493,0
SC3250054,197,0
SC3250057,375,0
SC3250058,1116,0
SC3250060,73,0
SC3250063,430,0
SC3250065,69,1
SC3250066,367,0
SC3250069,335,0
SC3250072,87,0
SC3250073,480,0
SC3250076,78,0
SC3250077,3937,0
SC3250088,36,0
SC3250097,878,0
SC3250099,277,0
SC3250102,70,0
SC3250103,67,0
SC3250104,75,0
SC3250105,336,0
SC3260012,174,0
SC3260022,122,0
SC3260027,1056,0
SC3260029,29,0
SC3260048,79,0
SC3260049,38,0
SC3260050,25,0
SC3260059,626,1
SC3260081,50,0
SC3260090,90,0
SC3260104,96,0
SC3260127,35,1
SC3260138,65,1
SC3260140,40,1
SC3260147,22,1
SC3260157,100,1
SC3260164,190,0
SC3260170,99,0
SC3260182,66,0
SC3260183,40,1
SC3260187,36,1
SC3260189,100,0
SC3260207,74,0
SC3270010,45,0
SC3270011,140,1
SC3270300,359,0
SC3270301,130,1
SC3270302,286,0
SC3270802,40,0
SC3310001,9104,0
SC3310002,7366,0
SC3310003,678,0
SC3320001,17120,0
SC3410001,9168,0
SC3410002,788,0
SC3410003,2445,0
SC3420001,5360,0
SC3420002,3552,0
SC3510001,1749,1
SC3520002,8500,2
SC3610001,9947,0
SC3610004,2415,1
SC3610005,1282,0
SC3620002,11157,0
SC3670108,50,1
SC3710001,6444,0
